gas_metana,suhu,kelembaban,tekanan,hst_hari,dosis_urea,dosis_npk,status_lahan
446.2,29.2,57.0,1010.73,81,0.0,0.0,0
628.7,27.0,76.0,1015.46,104,0.0,0.0,1
358.1,28.8,83.3,1013.69,40,70.8,75.1,0
221.5,30.5,64.6,1007.72,46,34.7,39.7,0
478.7,29.1,82.4,1011.39,22,39.8,42.9,1
431.9,25.7,79.3,1010.12,25,68.3,74.3,0
503.9,27.1,86.1,1010.07,74,0.0,0.0,1
287.8,32.5,70.1,1011.58,97,0.0,0.0,0
304.4,29.4,84.5,1015.4,44,64.6,69.5,0
287.9,30.9,77.4,1011.06,23,66.1,66.6,0
686.8,29.2,91.0,1014.04,34,36.2,39.1,1
756.9,30.8,98.0,1013.46,51,17.3,18.3,1
298.1,27.4,89.1,1010.52,34,71.6,75.1,0
301.0,26.4,80.1,1012.04,28,73.2,75.3,0
537.5,30.6,95.7,1016.28,79,0.0,0.0,1
797.5,31.7,81.1,1013.77,6,20.8,48.2,1
881.4,25.9,68.3,1015.17,59,20.9,22.2,1
291.6,26.9,75.7,1017.7,84,0.0,0.0,0
327.8,28.0,82.5,1014.77,32,72.9,80.7,0
457.3,33.0,83.0,1006.53,65,0.0,0.0,1
468.0,30.1,66.4,1014.2,72,0.0,0.0,1
364.8,24.8,66.7,1011.09,71,0.0,0.0,0
264.3,28.2,73.1,1019.59,50,33.6,37.7,0
391.9,27.8,80.5,1014.65,40,71.2,74.2,0
880.9,25.2,81.6,1011.16,89,0.0,0.0,1
306.5,28.2,77.2,1015.23,81,0.0,0.0,0
444.0,27.7,68.9,1013.57,37,67.7,73.7,0
1164.0,27.5,90.8,1007.24,15,0.0,0.0,2
304.4,27.4,66.9,1016.27,12,41.4,99.7,0
549.6,32.6,87.1,1011.83,14,19.9,43.6,1
899.3,27.5,82.3,1018.22,63,15.9,16.5,1
527.2,28.6,86.9,1012.81,10,22.7,54.4,1
663.5,28.3,72.2,1018.29,39,37.6,40.8,1
584.9,27.1,74.8,1014.74,80,0.0,0.0,1
507.4,28.7,76.5,1016.66,34,34.1,38.1,1
745.0,28.7,72.0,1011.53,81,0.0,0.0,1
541.4,28.7,77.9,1014.49,80,0.0,0.0,1
366.6,26.1,89.4,1007.21,30,67.3,69.2,0
427.8,27.9,65.0,1012.81,78,0.0,0.0,0
475.6,30.6,70.4,1008.05,80,0.0,0.0,1
326.9,28.0,69.5,1009.25,45,68.7,72.6,0
437.1,29.0,75.2,1010.13,26,64.1,68.1,0
407.5,29.0,74.8,1015.56,57,33.5,36.9,0
540.6,29.7,82.6,1012.73,97,0.0,0.0,1
1016.5,30.1,76.3,1013.36,69,0.0,0.0,2
449.5,28.0,78.6,1012.64,22,72.3,74.9,0
807.3,25.9,79.4,1017.03,73,0.0,0.0,1
531.4,25.1,78.1,1013.26,48,16.9,20.7,1
436.2,31.3,82.0,1014.12,64,34.3,40.6,0
318.0,30.7,75.0,1011.25,78,0.0,0.0,0
437.7,30.3,90.0,1017.27,56,37.2,39.8,0
425.0,30.8,97.6,1017.54,86,0.0,0.0,0
278.5,28.0,82.0,1013.12,77,0.0,0.0,0
300.0,26.8,77.9,1011.2,67,0.0,0.0,0
477.5,25.8,81.3,1007.59,20,35.9,35.6,1
803.4,25.4,66.6,1010.21,89,0.0,0.0,1
385.6,31.9,77.5,1005.67,99,0.0,0.0,0
184.8,27.1,69.8,1010.06,19,41.3,102.1,0
120.9,31.5,80.3,1014.5,54,33.0,39.8,0
234.2,28.0,69.8,1013.07,31,67.3,74.3,0
556.2,26.6,73.1,1021.38,80,0.0,0.0,1
203.0,25.4,60.1,1011.95,77,0.0,0.0,0
598.5,26.9,66.0,1011.68,19,20.5,55.5,1
541.7,32.5,79.0,1016.97,93,0.0,0.0,1
379.3,25.5,68.6,1006.51,23,72.1,77.5,0
279.7,34.4,85.0,1008.06,85,0.0,0.0,1
353.2,26.1,67.9,1015.57,51,36.7,43.6,0
471.9,30.6,79.9,1012.57,38,39.4,40.7,1
206.3,28.1,69.5,1012.65,21,62.6,72.7,0
764.3,27.6,79.3,1009.97,22,39.4,42.9,1
469.8,24.9,63.0,1014.09,71,0.0,0.0,1
495.6,28.2,72.1,1010.42,60,17.0,15.2,1
539.9,25.3,68.8,1013.5,17,17.5,54.2,1
728.7,23.8,83.5,1009.2,16,19.7,51.3,1
438.2,28.8,79.9,1012.61,12,40.0,104.4,0
556.4,26.7,65.5,1020.34,79,0.0,0.0,1
282.0,33.2,74.3,1011.76,76,0.0,0.0,0
883.2,31.3,69.4,1012.79,11,27.7,57.7,1
424.0,33.3,84.1,1012.54,61,35.7,43.3,0
281.3,26.6,86.8,1013.86,13,37.6,95.9,0
318.1,28.9,63.7,1014.89,95,0.0,0.0,0
143.9,21.2,83.0,1014.15,96,0.0,0.0,0
317.1,27.7,69.0,1014.23,75,0.0,0.0,0
106.7,28.8,73.9,1012.62,98,0.0,0.0,0
575.9,28.9,76.3,1013.6,86,0.0,0.0,1
488.4,28.4,91.4,1012.5,88,0.0,0.0,1
241.3,28.7,67.5,1006.91,62,35.9,34.2,0
389.1,21.0,83.1,1022.46,36,65.2,69.6,0
397.6,29.2,66.0,1015.8,27,70.9,73.8,0
217.2,29.9,65.5,1009.82,38,71.9,75.4,0
356.8,32.2,76.2,1014.06,68,0.0,0.0,0
403.6,29.5,76.2,1008.54,22,67.8,72.2,0
352.2,28.1,51.9,1011.52,31,67.8,73.8,0
281.2,31.6,85.9,1008.06,52,37.7,40.4,0
236.8,21.9,57.8,1013.07,28,69.0,78.7,0
346.2,27.1,74.8,1007.72,64,35.1,38.3,0
298.1,26.4,87.3,1014.61,97,0.0,0.0,0
522.9,28.4,94.8,1015.64,80,0.0,0.0,1
750.3,22.3,72.9,1010.36,72,0.0,0.0,1
612.5,32.2,63.8,1013.81,63,14.8,15.9,1
410.1,27.8,87.0,1010.17,54,32.0,39.2,0
286.4,29.4,83.4,1015.04,24,73.2,74.3,0
604.6,29.1,71.8,1010.84,94,0.0,0.0,1
538.0,32.0,70.8,1016.01,30,30.3,32.9,1
725.1,23.3,69.9,1006.91,14,18.6,44.5,1
438.5,28.8,73.1,1009.73,80,0.0,0.0,0
860.6,31.7,78.7,1009.37,23,39.1,40.3,1
438.5,28.2,71.2,1013.96,42,70.5,78.9,0
285.7,25.8,72.3,1015.19,8,41.4,102.5,0
311.9,26.8,81.5,1014.23,19,38.9,97.3,0
511.0,27.4,63.4,1011.47,22,31.8,38.3,1
297.7,26.5,72.8,1003.47,10,42.6,101.2,0
857.7,28.1,61.8,1013.39,71,0.0,0.0,1
490.9,32.7,76.9,1016.01,89,0.0,0.0,1
405.8,26.8,59.5,1022.63,42,68.5,72.2,0
422.4,27.1,83.6,1011.76,92,0.0,0.0,0
350.3,29.8,64.8,1010.92,26,71.8,75.2,0
163.2,28.0,60.9,1014.37,38,69.7,76.8,0
312.1,24.8,72.9,1012.35,20,67.2,67.5,0
806.2,28.3,90.5,1017.71,67,0.0,0.0,1
444.1,28.2,82.0,1010.42,47,35.8,36.0,0
646.1,31.2,59.7,1012.38,66,0.0,0.0,1
655.0,25.8,64.6,1016.32,81,0.0,0.0,1
390.8,31.3,72.6,1014.33,60,31.4,37.1,0
542.3,28.2,95.0,1017.31,68,0.0,0.0,1
171.9,25.4,68.0,1011.72,99,0.0,0.0,0
774.7,24.8,68.1,1017.67,35,32.1,32.1,1
744.3,33.9,89.0,1007.43,41,39.4,39.7,1
504.3,28.1,77.7,1007.57,77,0.0,0.0,1
451.9,31.1,85.0,1017.73,66,0.0,0.0,1
393.4,23.7,69.8,1013.28,23,65.7,71.4,0
682.0,35.9,75.1,1016.47,43,34.4,40.3,1
572.3,31.0,87.2,1013.6,52,18.3,21.5,1
85.3,27.8,74.8,1013.23,47,35.1,40.3,0
332.1,27.6,85.5,1008.6,23,69.8,76.7,0
221.9,30.6,79.3,1013.16,97,0.0,0.0,0
201.4,30.4,67.2,1018.02,81,0.0,0.0,0
678.6,29.0,75.9,1013.45,53,15.4,20.0,1
389.2,28.5,84.3,1015.64,73,0.0,0.0,0
500.3,30.1,81.7,1015.54,95,0.0,0.0,1
413.6,23.6,75.7,1009.71,19,37.1,93.6,0
202.7,27.5,59.9,1016.25,30,73.9,77.5,0
173.8,23.9,60.7,1012.15,59,35.7,42.6,0
321.1,30.2,62.5,1012.34,85,0.0,0.0,0
334.4,26.6,71.7,1020.59,9,35.8,93.4,0
334.3,24.1,72.8,1015.34,103,0.0,0.0,0
339.1,26.3,63.5,1011.02,50,32.7,40.3,0
983.5,28.9,84.7,1013.48,41,0.0,0.0,2
641.4,27.9,65.3,1013.38,34,35.7,34.0,1
447.2,25.2,64.4,1019.15,22,63.2,68.6,0
384.5,23.7,76.8,1013.39,84,0.0,0.0,0
391.1,28.7,84.3,1020.98,101,0.0,0.0,0
562.3,26.9,93.5,1008.71,46,16.0,19.1,1
382.8,27.8,81.0,1013.14,100,0.0,0.0,0
610.3,28.1,89.4,1010.58,87,0.0,0.0,1
470.7,29.7,65.7,1011.52,53,20.1,25.5,1
987.9,30.9,94.4,1011.59,72,0.0,0.0,2
371.7,28.9,60.2,1010.76,48,32.9,38.8,0
663.4,27.6,71.7,1019.31,61,18.1,19.1,1
231.9,28.6,80.8,1018.23,11,40.0,102.1,0
289.9,27.6,62.4,1014.66,75,0.0,0.0,0
923.4,23.9,68.1,1011.59,10,0.0,0.0,2
597.9,31.6,66.8,1010.86,87,0.0,0.0,1
504.6,31.0,73.4,1015.85,87,0.0,0.0,1
1112.4,34.1,88.1,1014.3,29,0.0,0.0,2
387.2,34.9,76.1,1012.74,37,29.2,31.3,1
662.6,25.2,72.1,1015.14,53,16.8,22.2,1
686.2,27.6,51.5,1016.37,65,18.2,21.0,1
825.9,35.5,80.0,1012.71,34,30.7,33.5,1
218.7,28.4,82.7,1010.49,64,33.4,40.0,0
385.9,29.2,61.5,1008.63,35,71.7,74.7,0
466.7,24.2,75.4,1014.13,11,18.2,43.2,1
819.3,28.9,77.6,1020.84,5,13.8,40.8,1
494.9,33.9,84.2,1009.36,15,20.6,54.5,1
686.9,32.1,69.8,1017.1,84,0.0,0.0,1
209.1,26.8,68.6,1010.89,101,0.0,0.0,0
343.3,27.4,72.1,1011.59,48,35.9,37.9,0
743.0,25.3,86.9,1016.45,56,20.5,25.2,1
365.5,26.1,84.9,1012.36,20,40.5,100.9,0
401.4,23.2,75.8,1014.12,60,32.4,41.4,0
813.0,28.3,84.7,1014.05,19,17.7,47.1,1
257.5,32.7,55.9,1010.89,66,0.0,0.0,0
287.6,29.5,82.7,1016.38,98,0.0,0.0,0
198.2,32.3,66.5,1013.03,25,69.9,74.0,0
828.7,31.5,91.0,1008.39,81,0.0,0.0,1
635.7,27.0,67.0,1010.13,7,17.0,42.0,1
628.0,26.4,68.8,1002.34,43,38.5,39.6,1
338.5,26.5,80.8,1013.43,16,39.7,95.1,0
191.0,23.7,81.6,1017.81,40,63.0,70.6,0
165.3,28.6,72.2,1009.58,22,72.0,76.8,0
745.6,21.0,79.2,1015.3,42,28.3,33.9,1
520.8,30.2,80.2,1014.76,47,17.8,21.3,1
569.0,28.7,79.3,1010.62,35,42.6,44.7,1
456.3,29.8,72.6,1018.63,71,0.0,0.0,1
270.6,31.5,80.3,1012.3,97,0.0,0.0,0
346.2,29.1,88.0,1020.29,45,35.6,35.1,0
238.4,33.1,65.6,1007.53,24,65.7,67.9,0
223.9,30.2,68.9,1012.31,32,70.1,73.9,0
610.8,26.4,76.2,1012.72,90,0.0,0.0,1
172.5,27.8,67.0,1013.11,62,35.8,42.9,0
239.2,22.2,60.7,1015.76,51,36.2,42.8,0
356.2,26.0,85.3,1024.0,20,38.7,95.3,0
419.4,27.4,57.1,1014.84,50,34.7,41.7,0
197.0,30.0,72.6,1013.33,33,66.9,67.9,0
170.3,26.4,82.5,1009.41,99,0.0,0.0,0
491.9,25.0,78.3,1006.63,93,0.0,0.0,1
444.0,23.2,72.7,1017.35,13,41.2,102.2,0
739.4,26.8,66.7,1011.34,57,18.5,22.0,1
422.8,34.0,78.9,1022.36,28,34.9,34.4,1
515.9,29.3,67.6,1016.29,46,18.8,17.9,1
278.2,31.1,78.3,1014.45,93,0.0,0.0,0
284.0,26.0,77.2,1014.63,58,33.4,35.7,0
207.2,24.1,77.3,1014.66,38,75.6,77.9,0
279.5,25.1,70.6,1010.82,26,66.5,73.2,0
343.7,28.2,93.3,1007.12,85,0.0,0.0,0
704.1,22.9,79.0,1011.32,67,0.0,0.0,1
259.1,25.7,73.6,1013.19,52,32.7,40.1,0
1009.6,26.9,78.2,1010.98,27,0.0,0.0,2
537.7,24.8,69.4,1008.75,38,28.6,32.9,1
485.8,22.6,72.7,1010.63,101,0.0,0.0,1
407.0,29.3,96.3,1016.88,57,33.5,41.5,0
370.3,28.6,69.5,1015.87,45,34.9,39.2,0
300.2,30.7,75.3,1013.85,57,32.3,36.9,0
193.1,25.4,72.1,1015.3,83,0.0,0.0,0
263.5,30.6,67.2,1009.29,39,72.0,77.4,0
827.8,32.8,79.6,1010.47,23,30.8,33.2,1
522.0,29.2,76.3,1014.34,63,20.1,19.6,1
824.2,26.8,83.7,1009.73,72,0.0,0.0,1
296.4,28.9,82.9,1013.63,76,0.0,0.0,0
235.1,26.7,83.7,1008.83,93,0.0,0.0,0
405.0,26.2,68.2,1007.48,42,71.6,77.2,0
268.3,30.4,81.4,1015.83,13,41.3,103.4,0
446.1,28.1,81.7,1016.84,101,0.0,0.0,0
173.9,31.9,67.3,1011.04,49,33.9,38.5,0
135.7,27.3,73.3,1007.93,67,0.0,0.0,0
476.8,27.5,63.6,1005.52,72,0.0,0.0,1
839.0,26.9,81.7,1019.7,60,16.5,19.1,1
487.0,25.4,81.7,1013.64,26,29.9,33.7,1
519.5,30.8,88.2,1011.12,81,0.0,0.0,1
413.4,34.6,74.1,1011.98,85,0.0,0.0,1
432.5,27.4,79.8,1006.55,60,34.4,39.0,0
188.4,26.6,84.4,1015.42,54,33.7,41.2,0
273.3,26.4,69.6,1020.25,16,37.7,97.7,0
700.6,26.6,68.3,1010.51,13,17.4,47.1,1
225.3,33.1,69.9,1021.59,39,70.7,82.3,0
340.0,26.5,73.0,1012.84,36,63.1,72.4,0
693.8,26.9,68.6,1019.08,100,0.0,0.0,1
426.8,25.0,70.2,1014.33,83,0.0,0.0,0
437.3,29.3,83.5,1014.32,71,0.0,0.0,0
341.3,28.3,75.2,1019.7,57,34.3,37.0,0
556.1,25.3,78.6,1015.99,22,37.8,36.9,1
621.2,26.0,71.3,1014.56,103,0.0,0.0,1
266.0,32.8,70.8,1006.46,43,73.4,81.9,0
197.3,28.6,78.4,1007.97,16,41.4,105.6,0
148.4,28.8,77.1,1014.85,54,32.8,38.6,0
507.5,28.8,82.6,1018.39,92,0.0,0.0,1
480.1,32.4,87.1,1013.7,94,0.0,0.0,1
1149.7,25.6,70.1,1011.18,6,0.0,0.0,2
414.6,27.4,83.3,1006.81,94,0.0,0.0,0
379.3,28.0,66.8,1010.51,32,67.7,76.4,0
453.3,23.7,93.6,1013.71,9,19.0,47.6,1
465.2,25.9,69.3,1010.25,90,0.0,0.0,1
365.2,31.4,81.9,1009.87,91,0.0,0.0,0
270.4,30.6,66.8,1013.07,65,38.8,41.7,0
403.9,31.1,74.7,1018.32,62,35.3,41.3,0
396.6,26.9,89.1,1015.65,86,0.0,0.0,0
393.5,27.2,69.0,1014.25,84,0.0,0.0,0
584.2,23.5,94.7,1013.91,94,0.0,0.0,1
400.4,31.1,76.0,1015.18,60,32.7,35.5,0
199.5,31.6,84.3,1012.86,102,0.0,0.0,0
292.1,31.5,79.4,1011.81,105,0.0,0.0,0
363.0,33.0,79.9,1015.83,17,37.0,90.5,0
409.5,29.7,63.9,1012.46,90,0.0,0.0,0
512.6,32.9,72.0,1009.09,55,13.0,18.2,1
411.1,27.9,86.2,1018.3,44,71.6,80.6,0
137.1,23.6,73.1,1006.71,66,0.0,0.0,0
211.1,30.9,77.2,1018.56,11,38.9,97.8,0
529.5,23.4,62.8,1015.02,56,21.0,19.9,1
358.2,29.0,71.4,1009.86,92,0.0,0.0,0
428.3,31.2,85.5,1013.33,26,69.9,74.3,0
336.4,29.4,65.1,1011.75,48,33.6,39.6,0
291.5,34.9,82.1,1016.08,99,0.0,0.0,1
342.4,23.0,77.5,1016.01,48,38.3,37.4,0
430.7,28.3,74.0,1014.86,41,67.5,69.3,0
398.9,28.5,73.6,1015.86,49,36.5,43.1,0
619.2,24.7,71.8,1012.85,57,19.9,26.6,1
181.0,25.3,72.6,1019.42,68,0.0,0.0,0
193.4,26.1,83.9,1017.53,85,0.0,0.0,0
356.2,25.4,72.3,1011.58,50,36.4,40.0,0
515.4,28.2,91.4,1016.09,87,0.0,0.0,1
569.1,26.8,78.5,1015.78,58,14.8,16.3,1
297.2,29.4,71.1,1012.34,39,63.9,68.5,0
97.5,30.3,84.3,1012.07,71,0.0,0.0,0
302.0,30.1,81.3,1017.5,77,0.0,0.0,0
480.8,27.4,61.9,1013.2,61,14.8,17.5,1
395.3,29.3,67.2,1014.16,11,39.4,103.4,0
524.5,31.4,75.0,1018.15,22,27.9,28.0,1
689.0,29.7,62.5,1022.12,34,31.9,34.2,1
368.2,33.7,93.8,1011.41,33,42.0,44.0,1
318.6,31.3,83.0,1012.48,72,0.0,0.0,0
252.3,33.3,75.9,1013.51,7,40.1,98.0,0
192.9,21.5,73.1,1013.59,81,0.0,0.0,0
168.3,28.8,70.9,1014.57,32,75.7,73.6,0
283.1,27.6,59.3,1011.53,36,68.5,74.4,0
644.1,28.2,61.3,1008.82,58,15.8,15.7,1
548.6,26.2,92.2,1019.39,27,38.9,41.0,1
311.3,29.6,89.4,1015.39,93,0.0,0.0,0
1014.3,23.4,71.1,1011.79,14,0.0,0.0,2
292.7,29.6,83.7,1014.78,49,29.4,36.4,0
720.3,26.3,80.3,1019.67,90,0.0,0.0,1
802.1,27.1,81.3,1010.49,67,0.0,0.0,1
496.4,29.7,63.9,1013.99,34,40.3,44.6,1
281.8,28.7,60.6,1008.39,47,34.3,39.6,0
331.6,31.5,86.1,1012.84,76,0.0,0.0,0
435.7,25.8,59.2,1015.41,102,0.0,0.0,0
195.6,28.3,74.7,1009.35,94,0.0,0.0,0
240.7,31.0,72.9,1012.59,39,68.2,75.9,0
231.0,29.5,72.1,1016.05,105,0.0,0.0,0
514.3,29.7,78.7,1015.31,5,23.4,61.4,1
685.8,31.6,70.2,1009.2,8,22.9,58.4,1
558.9,27.4,79.4,1014.56,87,0.0,0.0,1
631.9,26.8,77.2,1015.21,25,34.8,36.9,1
270.2,30.1,93.8,1013.63,11,41.1,103.6,0
338.9,28.1,64.2,1017.06,29,66.2,71.4,0
351.5,31.6,76.2,1011.19,48,35.3,42.6,0
495.4,29.5,79.7,1014.69,78,0.0,0.0,1
286.9,26.8,73.8,1009.17,67,0.0,0.0,0
613.3,29.4,64.6,1007.65,29,36.8,35.8,1
791.4,26.0,86.7,1015.98,55,15.5,18.4,1
507.5,31.2,78.9,1013.32,98,0.0,0.0,1
331.7,24.6,65.2,1011.63,87,0.0,0.0,0
258.5,31.9,79.7,1009.52,37,65.8,75.2,0
231.2,29.4,90.5,1016.14,103,0.0,0.0,0
137.8,28.0,75.7,1007.97,76,0.0,0.0,0
356.8,30.6,76.0,1016.73,11,38.7,96.8,0
346.9,29.9,89.3,1014.83,9,40.4,97.6,0
595.4,32.2,67.8,1008.15,22,39.2,38.8,1
296.2,32.2,90.7,1013.69,78,0.0,0.0,0
366.6,29.5,84.3,1022.54,23,68.3,72.0,0
456.6,26.1,68.1,1017.41,56,18.1,22.6,1
503.5,27.0,70.3,1010.35,14,21.0,55.0,1
562.9,28.3,71.5,1015.76,97,0.0,0.0,1
435.0,31.5,60.4,1008.29,39,75.9,81.7,0
201.2,27.2,78.2,1008.45,96,0.0,0.0,0
482.6,27.5,68.5,1013.01,99,0.0,0.0,1
285.8,33.7,78.5,1015.18,6,22.6,56.7,1
701.3,28.2,65.0,1016.09,51,16.7,19.8,1
402.5,26.7,83.8,1016.14,7,36.9,90.8,0
447.6,30.7,82.3,1014.98,96,0.0,0.0,0
1196.1,28.3,70.0,1007.6,57,0.0,0.0,2
567.6,24.6,79.1,1013.04,12,21.0,53.7,1
478.4,31.4,76.7,1016.64,16,22.8,60.4,1
371.9,26.4,88.6,1014.8,43,68.1,72.9,0
209.4,28.6,67.2,1013.89,99,0.0,0.0,0
359.0,28.3,74.7,1014.4,74,0.0,0.0,0
257.0,29.1,70.6,1014.34,92,0.0,0.0,0
838.1,22.4,76.4,1006.37,42,37.6,41.6,1
481.4,27.6,80.5,1017.29,9,23.2,52.4,1
689.0,31.6,70.5,1012.86,102,0.0,0.0,1
292.1,32.0,72.9,1015.73,7,39.4,97.9,0
266.2,25.7,84.2,1005.18,100,0.0,0.0,0
541.3,31.1,87.5,1019.06,42,34.8,34.9,1
251.9,26.4,80.2,1009.2,6,37.0,100.9,0
319.5,27.5,74.8,1022.14,74,0.0,0.0,0
857.5,27.6,74.0,1020.67,103,0.0,0.0,1
325.8,28.8,80.7,1008.61,102,0.0,0.0,0
187.9,31.3,77.9,1016.11,21,66.6,72.6,0
154.8,29.2,62.0,1009.69,23,64.4,68.6,0
176.9,28.1,80.9,1011.01,62,38.3,41.2,0
708.5,31.2,68.7,1011.09,69,0.0,0.0,1
301.1,26.3,64.0,1014.82,79,0.0,0.0,0
1177.4,28.3,61.8,1014.39,23,0.0,0.0,2
795.8,31.3,74.2,1009.04,101,0.0,0.0,1
957.1,30.0,67.4,1014.79,69,0.0,0.0,2
639.7,27.2,56.2,1012.54,90,0.0,0.0,1
527.7,24.3,73.0,1006.88,59,19.9,19.2,1
261.5,29.4,71.8,1011.73,46,33.2,41.0,0
397.7,24.1,74.7,1019.06,103,0.0,0.0,0
553.2,27.9,70.7,1011.85,63,16.2,17.7,1
620.8,31.8,91.5,1006.83,92,0.0,0.0,1
219.2,30.2,80.4,1016.1,100,0.0,0.0,0
361.8,22.8,71.8,1010.0,73,0.0,0.0,0
382.4,29.1,75.5,1014.0,60,33.6,40.6,0
375.0,27.6,88.0,1012.65,5,39.8,93.6,0
233.9,24.9,84.1,1019.42,9,37.0,90.2,0
901.9,29.4,64.1,1012.65,25,0.0,0.0,2
355.9,27.1,67.7,1009.24,24,70.9,76.0,0
242.3,27.1,69.4,1011.61,30,68.4,72.7,0
912.8,28.8,72.3,1008.95,35,0.0,0.0,2
796.2,26.7,70.9,1012.52,41,34.8,35.6,1
426.6,28.8,76.3,1019.44,47,37.8,36.9,0
154.2,26.8,82.3,1017.62,15,38.4,97.0,0
314.8,27.0,83.7,1020.39,9,38.7,91.6,0
170.1,31.3,73.2,1014.93,72,0.0,0.0,0
508.9,31.6,62.1,1013.75,59,17.7,23.3,1
304.1,23.7,67.2,1009.76,49,32.1,37.2,0
393.0,30.6,71.6,1014.19,68,0.0,0.0,0
873.2,32.4,65.4,1012.79,88,0.0,0.0,1
293.2,32.9,85.7,1015.98,48,37.6,41.2,0
498.4,30.0,66.0,1009.32,69,0.0,0.0,1
570.8,25.5,81.2,1013.43,100,0.0,0.0,1
697.9,30.3,61.7,1007.74,89,0.0,0.0,1
379.1,26.1,81.6,1014.43,48,36.9,42.7,0
360.0,27.5,74.8,1015.62,69,0.0,0.0,0
355.9,29.6,88.9,1007.57,23,71.1,78.5,0
475.3,26.2,66.4,1008.56,61,16.5,19.9,1
779.8,25.3,71.2,1008.71,103,0.0,0.0,1
347.9,29.8,72.9,1012.63,57,29.1,38.6,0
106.7,33.7,74.7,1008.36,98,0.0,0.0,1
601.6,32.0,73.1,1018.07,46,17.7,14.3,1
411.6,30.5,73.2,1014.78,105,0.0,0.0,0
509.4,31.2,73.1,1015.35,63,18.5,20.5,1
173.3,30.3,58.4,1007.69,9,42.8,105.0,0
304.7,29.8,84.4,1017.78,64,32.8,37.8,0
578.1,31.0,98.0,1015.52,32,33.2,33.2,1
206.0,24.7,78.5,1010.86,8,38.4,95.4,0
497.8,29.1,66.3,1007.85,87,0.0,0.0,1
391.4,28.3,67.2,1012.98,33,66.6,73.5,0
273.4,28.7,81.2,1011.62,85,0.0,0.0,0
262.6,27.2,79.3,1011.76,34,67.2,71.4,0
234.9,30.0,73.6,1010.78,24,66.0,70.8,0
410.5,26.2,82.4,1015.78,102,0.0,0.0,0
434.0,27.0,58.5,1004.15,41,71.2,78.6,0
331.3,26.7,82.4,1018.25,65,0.0,0.0,0
227.8,30.9,78.0,1016.74,66,0.0,0.0,0
491.0,28.5,67.5,1013.99,61,19.1,20.6,1
606.9,27.2,63.8,1012.75,96,0.0,0.0,1
534.1,27.5,77.0,1017.04,72,0.0,0.0,1
976.2,28.5,88.0,1013.1,45,0.0,0.0,2
363.7,33.0,74.1,1012.28,91,0.0,0.0,0
742.7,25.0,68.8,1017.24,23,38.6,38.6,1
286.6,30.4,77.6,1020.58,59,32.6,40.2,0
264.1,29.8,91.5,1009.85,100,0.0,0.0,0
422.9,26.0,79.7,1014.74,68,0.0,0.0,0
823.0,32.6,80.6,1009.45,87,0.0,0.0,1
344.3,30.0,86.4,1015.01,70,0.0,0.0,0
173.2,27.1,80.0,1010.53,89,0.0,0.0,0
601.4,23.3,69.4,1017.49,99,0.0,0.0,1
383.3,29.1,61.2,1012.9,32,72.3,77.1,0
460.1,28.4,68.2,1013.41,22,31.4,34.9,1
270.9,25.6,66.6,1018.96,53,33.7,41.1,0
421.0,25.6,81.6,1010.68,75,0.0,0.0,0
185.8,30.9,82.8,1015.65,28,71.0,75.3,0
908.7,23.0,77.5,1011.03,5,0.0,0.0,2
655.4,29.4,65.2,1017.44,39,36.4,37.4,1
411.8,28.0,91.2,1019.5,102,0.0,0.0,0
593.3,29.9,72.5,1012.33,74,0.0,0.0,1
286.9,27.7,81.1,1005.57,45,35.2,38.4,0
641.3,29.3,76.4,1010.84,24,40.3,41.6,1
336.8,26.4,77.8,1021.76,41,66.1,70.1,0
325.1,28.4,80.8,1011.18,22,72.0,74.7,0
242.8,29.9,70.1,1019.45,16,39.5,98.5,0
488.0,28.9,87.1,1011.13,96,0.0,0.0,1
403.1,29.6,62.6,1011.04,105,0.0,0.0,0
754.3,25.9,67.2,1015.98,21,35.1,33.0,1
229.0,26.8,87.0,1015.56,10,36.7,92.9,0
489.1,26.9,81.0,1016.23,38,41.5,44.6,1
686.3,27.7,97.6,1013.27,51,20.7,25.5,1
1190.9,32.3,76.6,1016.87,25,0.0,0.0,2
437.8,27.5,90.5,1016.62,35,65.4,72.8,0
333.7,25.3,60.2,1017.27,25,67.8,70.8,0
432.4,30.0,64.0,1011.07,82,0.0,0.0,0
725.1,32.3,83.6,1016.87,76,0.0,0.0,1
725.0,25.0,61.2,1011.43,68,0.0,0.0,1
375.7,34.0,74.3,1012.7,44,31.3,33.3,1
718.9,29.7,85.9,1012.63,96,0.0,0.0,1
393.9,31.4,80.3,1009.76,102,0.0,0.0,0
590.2,32.6,76.1,1007.18,22,30.2,35.2,1
516.7,31.2,72.2,1017.53,27,29.1,36.6,1
327.1,28.2,77.7,1010.79,58,32.3,37.2,0
247.2,31.9,80.9,1012.31,14,38.1,93.2,0
695.0,29.2,70.4,1010.69,49,20.6,22.2,1
789.0,31.6,79.2,1012.35,63,15.9,19.6,1
483.5,31.9,85.2,1011.48,57,17.7,16.9,1
393.6,25.4,74.1,1017.73,38,63.9,66.2,0
214.8,30.7,76.6,1011.18,59,31.6,38.7,0
686.4,28.0,80.1,1019.25,101,0.0,0.0,1
456.8,28.9,80.7,1017.24,26,37.5,38.2,1
350.1,28.9,83.5,1011.59,70,0.0,0.0,0
598.2,28.7,67.4,1014.37,9,21.8,43.9,1
